
0.00000008742278, -0.003067878, -0.006135815, -0.009203694, -0.012271485, -0.015339162, -0.018406695, -0.021474054, -0.02454121, -0.027608138, -0.030674802, -0.03374118, -0.03680724, -0.03987295, -0.042938054, -0.046002988, 
-0.049067486, -0.052131526, -0.055195075, -0.058258105, -0.061320584, -0.064382486, -0.06744379, -0.07050445, -0.07356445, -0.07662375, -0.079682335, -0.08274017, -0.08579723, -0.08885348, -0.091908894, -0.09496344, 
-0.0980171, -0.10106982, -0.1041216, -0.10717241, -0.1102222, -0.113270946, -0.116318636, -0.11936523, -0.1224107, -0.125455, -0.12849815, -0.13153984, -0.13458052, -0.13761996, -0.14065808, -0.14369488, 
-0.14673033, -0.1497644, -0.15279706, -0.15582828, -0.15885803, -0.16188629, -0.16491303, -0.16793822, -0.17096181, -0.17398381, -0.17700416, -0.18002285, -0.18303984, -0.18605512, -0.18906865, -0.19208038, 
-0.19509031, -0.1980984, -0.20110464, -0.20410898, -0.2071114, -0.21011163, -0.21311013, -0.21610662, -0.21910107, -0.22209346, -0.22508375, -0.22807194, -0.23105797, -0.23404182, -0.23702349, -0.24000292, 
-0.24298008, -0.24595496, -0.24892752, -0.25189775, -0.2548656, -0.25783104, -0.26079407, -0.26375464, -0.26671273, -0.2696683, -0.27262133, -0.27557182, -0.2785197, -0.28146493, -0.28440756, -0.2873475, 
-0.2902847, -0.2932192, -0.29615092, -0.29907966, -0.3020058, -0.30492908, -0.3078495, -0.31076702, -0.3136816, -0.31659326, -0.3195019, -0.32240757, -0.3253102, -0.32820976, -0.33110622, -0.33399957, 
-0.3368898, -0.33977684, -0.34266067, -0.3455413, -0.34841865, -0.35129273, -0.3541635, -0.35703096, -0.35989505, -0.36275575, -0.365613, -0.36846665, -0.371317, -0.3741639, -0.37700725, -0.37984705, 
-0.38268328, -0.3855159, -0.3883449, -0.39117026, -0.39399192, -0.39680988, -0.3996241, -0.40243456, -0.40524122, -0.40804407, -0.4108431, -0.41363823, -0.41642952, -0.41921684, -0.42200023, -0.42477965, 
-0.42755508, -0.43032646, -0.43309382, -0.4358571, -0.43861625, -0.4413713, -0.44412217, -0.44686887, -0.44961137, -0.45234963, -0.45508343, -0.45781314, -0.46053857, -0.46325964, -0.46597636, -0.4686887, 
-0.47139663, -0.4741001, -0.47679913, -0.47949368, -0.4821837, -0.48486918, -0.48755008, -0.49022642, -0.49289814, -0.4955652, -0.49822763, -0.50088537, -0.50353837, -0.5061866, -0.50883013, -0.5114688, 
-0.51410276, -0.5167316, -0.51935583, -0.5219751, -0.52458954, -0.527199, -0.52980345, -0.532403, -0.53499746, -0.5375869, -0.5401713, -0.54275066, -0.54532486, -0.54789394, -0.5504579, -0.5530166, 
-0.5555701, -0.55811846, -0.5606615, -0.5631993, -0.56573176, -0.5682589, -0.5707807, -0.57329714, -0.57580817, -0.57831377, -0.58081394, -0.58330864, -0.58579785, -0.5882816, -0.5907597, -0.59323233, 
-0.5956993, -0.59816074, -0.6006165, -0.6030667, -0.6055109, -0.6079497, -0.6103827, -0.61280996, -0.6152315, -0.61764723, -0.6200571, -0.6224612, -0.6248594, -0.62725174, -0.6296382, -0.6320187, 
-0.6343932, -0.63676184, -0.6391244, -0.641481, -0.64383155, -0.646176, -0.6485144, -0.6508467, -0.6531727, -0.65549266, -0.6578065, -0.66011417, -0.6624156, -0.6647108, -0.6669998, -0.66928244, 
-0.67155886, -0.6738289, -0.6760926, -0.67835, -0.6806009, -0.6828455, -0.68508357, -0.6873153, -0.6895405, -0.6917592, -0.6939714, -0.69617707, -0.69837624, -0.70056874, -0.70275474, -0.70493406, 
-0.70710677, -0.7092728, -0.7114322, -0.7135849, -0.71573085, -0.71787006, -0.72000253, -0.7221282, -0.7242471, -0.7263592, -0.7284644, -0.7305626, -0.73265415, -0.73473877, -0.73681647, -0.73888725, 
-0.74095106, -0.7430079, -0.7450577, -0.74710053, -0.7491363, -0.7511651, -0.75318676, -0.75520134, -0.7572088, -0.75920916, -0.76120234, -0.7631884, -0.76516724, -0.7671389, -0.76910335, -0.7710605, 
